"statistic, pvalue, row is better than column",best set: template_37,template_27,template_13,template_19,template_25,template_21,template_28,template_11,template_9,template_30,template_35,template_17,template_15,template_29,template_40,template_23,template_39,template_12,template_36,template_5,template_6,template_7,template_41,template_32,template_10,template_33,template_2,template_31,template_16,template_1,template_14,template_22,template_24,template_0,template_3,template_34,template_45,template_4,template_49,template_44,template_38,template_18,template_54,template_55,template_47,template_26,template_8,template_43,template_52,template_42,template_20,template_53,template_46,template_51,template_48,template_50,group
template_7,"8.00, 0.21, False","10.00, 0.33, False","7.00, 0.36, False","9.00, 0.40, False","10.00, 0.54, False","10.00, 0.54, False","13.00, 0.58, False","5.00, 0.58, False","3.00, 0.51, False","13.00, 0.71, False","7.00, 0.80, False","12.00, 0.85, False","9.00, 0.82, False","11.00, 0.84, False","17.00, 0.87, False","12.00, 0.85, False","14.00, 1.00, False","11.00, 1.00, False","18.00, 1.00, False","4.00, 1.00, False","14.00, 1.00, True",None,"12.00, 1.00, None","14.00, 1.00, None","12.00, 1.00, None","9.00, 1.00, True","12.00, 1.00, True","10.00, 0.83, True","20.00, 0.88, True","9.00, 0.82, True","15.00, 0.73, True","16.00, 0.74, True","19.00, 0.76, True","9.00, 0.66, True","6.00, 0.61, True","14.00, 0.72, True","14.00, 0.72, True","10.00, 0.54, True","16.00, 0.62, True","18.00, 0.53, True","13.00, 0.47, True","18.00, 0.53, True","20.00, 0.46, True","13.00, 0.38, True","12.00, 0.36, True","17.00, 0.43, True","11.00, 0.34, True","14.00, 0.39, True","18.00, 0.36, True","16.00, 0.34, True","14.00, 0.24, True","8.00, 0.15, True","15.00, 0.26, True","13.00, 0.18, True","17.00, 0.22, True","15.00, 0.15, True",A
template_41,"9.00, 0.23, False","15.00, 0.41, False","12.00, 0.46, False","17.00, 0.52, False","16.00, 0.62, False","17.00, 0.63, False","10.00, 0.54, False","11.00, 0.69, False","11.00, 0.69, False","13.00, 0.71, False","6.00, 0.79, False","19.00, 0.87, False","14.00, 0.86, False","9.00, 0.82, False","12.00, 0.85, False","18.00, 0.87, False","7.00, 1.00, False","12.00, 1.00, False","12.00, 1.00, False","12.00, 1.00, False","16.00, 1.00, True","12.00, 1.00, True",None,"11.00, 1.00, None","13.00, 1.00, None","8.00, 1.00, True","14.00, 1.00, True","15.00, 0.86, True","21.00, 0.88, True","12.00, 0.85, True","16.00, 0.74, True","18.00, 0.75, True","17.00, 0.74, True","13.00, 0.71, True","13.00, 0.71, True","10.00, 0.68, True","16.00, 0.74, True","12.00, 0.57, True","16.00, 0.62, True","18.00, 0.53, True","9.00, 0.40, True","18.00, 0.53, True","19.00, 0.45, True","13.00, 0.38, True","13.00, 0.38, True","17.00, 0.43, True","11.00, 0.34, True","12.00, 0.36, True","17.00, 0.35, True","17.00, 0.35, True","15.00, 0.26, True","11.00, 0.20, True","16.00, 0.27, True","14.00, 0.19, True","17.00, 0.22, True","15.00, 0.15, True",A
template_32,"9.00, 0.23, False","16.00, 0.42, False","17.00, 0.52, False","16.00, 0.51, False","17.00, 0.63, False","17.00, 0.63, False","5.00, 0.42, False","14.00, 0.72, False","14.00, 0.72, False","10.00, 0.68, False","9.00, 0.82, False","18.00, 0.87, False","15.00, 0.86, False","11.00, 0.84, False","6.00, 0.79, False","17.00, 0.87, False","11.00, 1.00, False","14.00, 1.00, False","8.00, 1.00, False","14.00, 1.00, False","14.00, 1.00, True","14.00, 1.00, True","11.00, 1.00, True",None,"12.00, 1.00, None","7.00, 1.00, True","13.00, 1.00, True","15.00, 0.86, True","19.00, 0.87, True","14.00, 0.86, True","11.00, 0.69, True","15.00, 0.73, True","13.00, 0.71, True","8.00, 0.65, True","12.00, 0.70, True","2.00, 0.45, True","18.00, 0.75, True","9.00, 0.52, True","17.00, 0.63, True","17.00, 0.52, True","6.00, 0.33, True","13.00, 0.47, True","16.00, 0.42, True","16.00, 0.42, True","17.00, 0.43, True","13.00, 0.38, True","8.00, 0.29, True","15.00, 0.41, True","17.00, 0.35, True","14.00, 0.31, True","11.00, 0.20, True","13.00, 0.23, True","12.00, 0.22, True","15.00, 0.20, True","14.00, 0.19, True","12.00, 0.12, True",A
template_10,"10.00, 0.25, False","15.00, 0.41, False","10.00, 0.42, False","15.00, 0.50, False","15.00, 0.61, False","16.00, 0.62, False","10.00, 0.54, False","8.00, 0.65, False","7.00, 0.63, False","16.00, 0.74, False","14.00, 0.86, False","15.00, 0.86, False","15.00, 0.86, False","14.00, 0.86, False","9.00, 0.82, False","16.00, 0.86, False","14.00, 1.00, False","7.00, 1.00, False","9.00, 1.00, False","10.00, 1.00, False","7.00, 1.00, True","12.00, 1.00, True","13.00, 1.00, True","12.00, 1.00, True",None,"12.00, 1.00, True","14.00, 1.00, True","15.00, 0.86, True","20.00, 0.88, True","10.00, 0.83, True","11.00, 0.69, True","17.00, 0.74, True","14.00, 0.72, True","6.00, 0.61, True","10.00, 0.68, True","10.00, 0.68, True","15.00, 0.73, True","6.00, 0.45, True","20.00, 0.65, True","15.00, 0.50, True","7.00, 0.36, True","17.00, 0.52, True","14.00, 0.39, True","14.00, 0.39, True","15.00, 0.41, True","13.00, 0.38, True","4.00, 0.18, True","15.00, 0.41, True","13.00, 0.30, True","10.00, 0.25, True","14.00, 0.24, True","13.00, 0.23, True","12.00, 0.22, True","15.00, 0.20, True","14.00, 0.19, True","9.00, 0.09, True",A
template_33,"4.00, 0.08, False","12.00, 0.28, False","12.00, 0.36, False","12.00, 0.36, False","13.00, 0.47, False","13.00, 0.47, False","7.00, 0.36, False","8.00, 0.50, False","8.00, 0.50, False","13.00, 0.58, False","3.00, 0.51, False","15.00, 0.73, False","10.00, 0.68, False","6.00, 0.61, False","10.00, 0.68, False","14.00, 0.72, False","5.00, 0.77, False","12.00, 0.85, False","12.00, 0.85, False","10.00, 0.83, False","15.00, 1.00, False","9.00, 1.00, False","8.00, 1.00, False","7.00, 1.00, False","12.00, 1.00, False",None,"12.00, 1.00, None","12.00, 1.00, True","20.00, 1.00, True","12.00, 1.00, True","14.00, 0.86, True","18.00, 0.87, True","17.00, 0.87, True","10.00, 0.83, True","10.00, 0.83, True","8.00, 0.81, True","15.00, 0.86, True","13.00, 0.71, True","14.00, 0.72, True","17.00, 0.63, True","8.00, 0.50, True","17.00, 0.63, True","18.00, 0.53, True","14.00, 0.49, True","14.00, 0.49, True","16.00, 0.51, True","9.00, 0.40, True","12.00, 0.46, True","19.00, 0.45, True","16.00, 0.42, True","13.00, 0.30, True","10.00, 0.25, True","15.00, 0.32, True","12.00, 0.22, True","17.00, 0.28, True","12.00, 0.16, True",A
template_2,"11.00, 0.20, False","12.00, 0.28, False","12.00, 0.36, False","12.00, 0.36, False","14.00, 0.49, False","13.00, 0.47, False","9.00, 0.40, False","12.00, 0.57, False","11.00, 0.56, False","8.00, 0.50, False","13.00, 0.71, False","15.00, 0.73, False","13.00, 0.71, False","12.00, 0.70, False","13.00, 0.71, False","16.00, 0.74, False","13.00, 0.85, False","16.00, 0.86, False","16.00, 0.86, False","12.00, 0.85, False","11.00, 1.00, False","12.00, 1.00, False","14.00, 1.00, False","13.00, 1.00, False","14.00, 1.00, False","12.00, 1.00, True",None,"13.00, 1.00, True","14.00, 1.00, True","11.00, 1.00, True","14.00, 0.86, True","15.00, 0.86, True","16.00, 0.86, True","8.00, 0.81, True","8.00, 0.81, True","12.00, 0.85, True","19.00, 0.87, True","11.00, 0.69, True","16.00, 0.74, True","15.00, 0.61, True","11.00, 0.56, True","15.00, 0.61, True","17.00, 0.52, True","13.00, 0.47, True","17.00, 0.52, True","15.00, 0.50, True","8.00, 0.38, True","14.00, 0.49, True","16.00, 0.42, True","16.00, 0.42, True","12.00, 0.28, True","12.00, 0.28, True","16.00, 0.34, True","16.00, 0.27, True","14.00, 0.24, True","15.00, 0.20, True",A
template_31,"7.00, 0.09, False","12.00, 0.22, False","12.00, 0.28, False","11.00, 0.26, False","11.00, 0.34, False","12.00, 0.36, False","12.00, 0.36, False","10.00, 0.42, False","10.00, 0.42, False","6.00, 0.33, False","9.00, 0.52, False","13.00, 0.58, False","11.00, 0.56, False","8.00, 0.50, False","17.00, 0.63, False","13.00, 0.58, False","13.00, 0.71, False","13.00, 0.71, False","14.00, 0.72, False","12.00, 0.70, False","17.00, 0.87, False","10.00, 0.83, False","15.00, 0.86, False","15.00, 0.86, False","15.00, 0.86, False","12.00, 1.00, False","13.00, 1.00, False",None,"17.00, 1.00, None","14.00, 1.00, None","17.00, 1.00, True","19.00, 1.00, True","20.00, 1.00, True","12.00, 1.00, True","8.00, 1.00, True","15.00, 1.00, True","17.00, 1.00, True","13.00, 0.85, True","16.00, 0.86, True","18.00, 0.75, True","14.00, 0.72, True","20.00, 0.76, True","18.00, 0.64, True","16.00, 0.62, True","17.00, 0.63, True","19.00, 0.64, True","13.00, 0.58, True","18.00, 0.64, True","19.00, 0.54, True","17.00, 0.52, True","16.00, 0.42, True","13.00, 0.38, True","15.00, 0.41, True","16.00, 0.34, True","15.00, 0.32, True","14.00, 0.24, True",A
template_16,"16.00, 0.21, False","17.00, 0.28, False","18.00, 0.36, False","15.00, 0.32, False","18.00, 0.44, False","16.00, 0.42, False","16.00, 0.42, False","20.00, 0.55, False","18.00, 0.53, False","15.00, 0.50, False","20.00, 0.65, False","15.00, 0.61, False","17.00, 0.63, False","19.00, 0.64, False","19.00, 0.64, False","18.00, 0.64, False","19.00, 0.76, False","19.00, 0.76, False","18.00, 0.75, False","18.00, 0.75, False","18.00, 0.87, False","20.00, 0.88, False","21.00, 0.88, False","19.00, 0.87, False","20.00, 0.88, False","20.00, 1.00, False","14.00, 1.00, False","17.00, 1.00, True",None,"20.00, 1.00, None","11.00, 1.00, True","10.00, 1.00, True","14.00, 1.00, True","14.00, 1.00, True","18.00, 1.00, True","18.00, 1.00, True","22.00, 1.00, True","17.00, 0.87, True","17.00, 0.87, True","20.00, 0.76, True","17.00, 0.74, True","10.00, 0.68, True","18.00, 0.64, True","16.00, 0.62, True","19.00, 0.64, True","12.00, 0.57, True","14.00, 0.60, True","20.00, 0.65, True","19.00, 0.54, True","16.00, 0.51, True","7.00, 0.26, True","15.00, 0.41, True","16.00, 0.42, True","16.00, 0.34, True","15.00, 0.32, True","17.00, 0.28, True",A
template_1,"10.00, 0.14, False","12.00, 0.22, False","5.00, 0.14, False","11.00, 0.26, False","10.00, 0.33, False","13.00, 0.38, False","11.00, 0.34, False","7.00, 0.36, False","5.00, 0.30, False","14.00, 0.49, False","10.00, 0.54, False","13.00, 0.58, False","9.00, 0.52, False","10.00, 0.54, False","12.00, 0.57, False","13.00, 0.58, False","14.00, 0.72, False","12.00, 0.70, False","15.00, 0.73, False","7.00, 0.63, False","13.00, 0.85, False","9.00, 0.82, False","12.00, 0.85, False","14.00, 0.86, False","10.00, 0.83, False","12.00, 1.00, False","11.00, 1.00, False","14.00, 1.00, True","20.00, 1.00, True",None,"15.00, 1.00, True","19.00, 1.00, True","20.00, 1.00, True","8.00, 1.00, True","8.00, 1.00, True","14.00, 1.00, True","14.00, 1.00, True","12.00, 0.85, True","16.00, 0.86, True","18.00, 0.75, True","15.00, 0.73, True","19.00, 0.76, True","16.00, 0.62, True","15.00, 0.61, True","15.00, 0.61, True","16.00, 0.62, True","11.00, 0.56, True","12.00, 0.57, True","16.00, 0.51, True","15.00, 0.50, True","15.00, 0.41, True","9.00, 0.31, True","16.00, 0.42, True","11.00, 0.26, True","16.00, 0.34, True","15.00, 0.26, True",A
template_14,"11.00, 0.11, False","11.00, 0.15, False","13.00, 0.23, False","12.00, 0.22, False","13.00, 0.30, False","13.00, 0.30, False","11.00, 0.26, False","14.00, 0.39, False","13.00, 0.38, False","14.00, 0.39, False","15.00, 0.50, False","14.00, 0.49, False","14.00, 0.49, False","16.00, 0.51, False","12.00, 0.46, False","12.00, 0.46, False","16.00, 0.62, False","12.00, 0.57, False","12.00, 0.57, False","13.00, 0.58, False","14.00, 0.72, False","15.00, 0.73, False","16.00, 0.74, False","11.00, 0.69, False","11.00, 0.69, False","14.00, 0.86, False","14.00, 0.86, False","17.00, 1.00, False","11.00, 1.00, False","15.00, 1.00, False",None,"8.00, 1.00, None","7.00, 1.00, None","11.00, 1.00, None","15.00, 1.00, None","12.00, 1.00, None","16.00, 1.00, None","11.00, 1.00, True","19.00, 1.00, True","18.00, 0.87, True","14.00, 0.86, True","7.00, 0.80, True","16.00, 0.74, True","16.00, 0.74, True","18.00, 0.75, True","6.00, 0.61, True","10.00, 0.68, True","20.00, 0.76, True","15.00, 0.61, True","12.00, 0.57, True","3.00, 0.23, True","13.00, 0.47, True","12.00, 0.46, True","15.00, 0.41, True","13.00, 0.38, True","12.00, 0.28, True",A
template_22,"15.00, 0.15, False","14.00, 0.19, False","15.00, 0.26, False","11.00, 0.20, False","14.00, 0.31, False","13.00, 0.30, False","16.00, 0.34, False","16.00, 0.42, False","15.00, 0.41, False","15.00, 0.41, False","18.00, 0.53, False","17.00, 0.52, False","16.00, 0.51, False","19.00, 0.54, False","16.00, 0.51, False","15.00, 0.50, False","19.00, 0.64, False","16.00, 0.62, False","17.00, 0.63, False","14.00, 0.60, False","14.00, 0.72, False","16.00, 0.74, False","18.00, 0.75, False","15.00, 0.73, False","17.00, 0.74, False","18.00, 0.87, False","15.00, 0.86, False","19.00, 1.00, False","10.00, 1.00, False","19.00, 1.00, False","8.00, 1.00, True",None,"8.00, 1.00, None","15.00, 1.00, None","17.00, 1.00, None","15.00, 1.00, None","19.00, 1.00, None","11.00, 1.00, True","18.00, 1.00, True","21.00, 0.88, True","18.00, 0.87, True","4.00, 0.75, True","19.00, 0.76, True","16.00, 0.74, True","18.00, 0.75, True","8.00, 0.65, True","13.00, 0.71, True","19.00, 0.76, True","19.00, 0.64, True","16.00, 0.62, True","3.00, 0.23, True","14.00, 0.49, True","15.00, 0.50, True","15.00, 0.41, True","14.00, 0.39, True","15.00, 0.32, True",A
template_24,"14.00, 0.14, False","13.00, 0.18, False","17.00, 0.28, False","15.00, 0.26, False","15.00, 0.32, False","16.00, 0.34, False","12.00, 0.28, False","17.00, 0.43, False","18.00, 0.44, False","15.00, 0.41, False","18.00, 0.53, False","19.00, 0.54, False","18.00, 0.53, False","18.00, 0.53, False","13.00, 0.47, False","14.00, 0.49, False","18.00, 0.64, False","15.00, 0.61, False","14.00, 0.60, False","18.00, 0.64, False","15.00, 0.73, False","19.00, 0.76, False","17.00, 0.74, False","13.00, 0.71, False","14.00, 0.72, False","17.00, 0.87, False","16.00, 0.86, False","20.00, 1.00, False","14.00, 1.00, False","20.00, 1.00, False","7.00, 1.00, True","8.00, 1.00, True",None,"14.00, 1.00, None","18.00, 1.00, None","13.00, 1.00, None","18.00, 1.00, None","13.00, 1.00, True","19.00, 1.00, True","15.00, 0.86, True","15.00, 0.86, True","5.00, 0.77, True","14.00, 0.72, True","16.00, 0.74, True","18.00, 0.75, True","4.00, 0.55, True","12.00, 0.70, True","18.00, 0.75, True","14.00, 0.60, True","11.00, 0.56, True","5.00, 0.30, True","14.00, 0.49, True","12.00, 0.46, True","14.00, 0.39, True","11.00, 0.34, True","11.00, 0.26, True",A
template_0,"10.00, 0.10, False","11.00, 0.15, False","8.00, 0.15, False","10.00, 0.18, False","10.00, 0.25, False","12.00, 0.28, False","5.00, 0.14, False","6.00, 0.24, False","6.00, 0.24, False","9.00, 0.31, False","10.00, 0.42, False","11.00, 0.44, False","11.00, 0.44, False","9.00, 0.40, False","9.00, 0.40, False","13.00, 0.47, False","13.00, 0.58, False","9.00, 0.52, False","9.00, 0.52, False","7.00, 0.48, False","9.00, 0.66, False","9.00, 0.66, False","13.00, 0.71, False","8.00, 0.65, False","6.00, 0.61, False","10.00, 0.83, False","8.00, 0.81, False","12.00, 1.00, False","14.00, 1.00, False","8.00, 1.00, False","11.00, 1.00, True","15.00, 1.00, True","14.00, 1.00, True",None,"8.00, 1.00, None","10.00, 1.00, None","18.00, 1.00, None","9.00, 1.00, True","19.00, 1.00, True","17.00, 0.87, True","10.00, 0.83, True","14.00, 0.86, True","16.00, 0.74, True","16.00, 0.74, True","17.00, 0.74, True","14.00, 0.72, True","4.00, 0.55, True","16.00, 0.74, True","16.00, 0.62, True","13.00, 0.58, True","12.00, 0.46, True","11.00, 0.44, True","15.00, 0.50, True","15.00, 0.41, True","14.00, 0.39, True","12.00, 0.28, True",A
template_3,"8.00, 0.08, False","10.00, 0.14, False","8.00, 0.15, False","8.00, 0.15, False","9.00, 0.23, False","10.00, 0.25, False","9.00, 0.23, False","7.00, 0.26, False","5.00, 0.21, False","9.00, 0.31, False","9.00, 0.40, False","10.00, 0.42, False","9.00, 0.40, False","9.00, 0.40, False","12.00, 0.46, False","12.00, 0.46, False","15.00, 0.61, False","10.00, 0.54, False","14.00, 0.60, False","7.00, 0.48, False","13.00, 0.71, False","6.00, 0.61, False","13.00, 0.71, False","12.00, 0.70, False","10.00, 0.68, False","10.00, 0.83, False","8.00, 0.81, False","8.00, 1.00, False","18.00, 1.00, False","8.00, 1.00, False","15.00, 1.00, True","17.00, 1.00, True","18.00, 1.00, True","8.00, 1.00, True",None,"13.00, 1.00, None","16.00, 1.00, None","11.00, 1.00, True","17.00, 1.00, True","17.00, 0.87, True","11.00, 0.84, True","19.00, 0.87, True","17.00, 0.74, True","14.00, 0.72, True","17.00, 0.74, True","17.00, 0.74, True","10.00, 0.68, True","15.00, 0.73, True","18.00, 0.64, True","14.00, 0.60, True","15.00, 0.50, True","10.00, 0.42, True","17.00, 0.52, True","14.00, 0.39, True","15.00, 0.41, True","14.00, 0.31, True",A
template_34,"10.00, 0.10, False","15.00, 0.20, False","15.00, 0.26, False","15.00, 0.26, False","16.00, 0.34, False","16.00, 0.34, False","4.00, 0.12, False","14.00, 0.39, False","13.00, 0.38, False","10.00, 0.33, False","9.00, 0.40, False","16.00, 0.51, False","14.00, 0.49, False","10.00, 0.42, False","5.00, 0.30, False","16.00, 0.51, False","11.00, 0.56, False","13.00, 0.58, False","6.00, 0.45, False","13.00, 0.58, False","11.00, 0.69, False","14.00, 0.72, False","10.00, 0.68, False","2.00, 0.45, False","10.00, 0.68, False","8.00, 0.81, False","12.00, 0.85, False","15.00, 1.00, False","18.00, 1.00, False","14.00, 1.00, False","12.00, 1.00, True","15.00, 1.00, True","13.00, 1.00, True","10.00, 1.00, True","13.00, 1.00, True",None,"17.00, 1.00, None","9.00, 1.00, True","17.00, 1.00, True","16.00, 0.86, True","7.00, 0.80, True","13.00, 0.85, True","15.00, 0.73, True","16.00, 0.74, True","17.00, 0.74, True","13.00, 0.71, True","9.00, 0.66, True","16.00, 0.74, True","16.00, 0.62, True","14.00, 0.60, True","11.00, 0.44, True","14.00, 0.49, True","12.00, 0.46, True","15.00, 0.41, True","13.00, 0.38, True","12.00, 0.28, True",A
template_45,"13.00, 0.13, False","13.00, 0.18, False","13.00, 0.23, False","15.00, 0.26, False","15.00, 0.32, False","16.00, 0.34, False","16.00, 0.34, False","15.00, 0.41, False","12.00, 0.36, False","19.00, 0.45, False","14.00, 0.49, False","17.00, 0.52, False","16.00, 0.51, False","15.00, 0.50, False","15.00, 0.50, False","15.00, 0.50, False","18.00, 0.64, False","15.00, 0.61, False","17.00, 0.63, False","14.00, 0.60, False","17.00, 0.74, False","14.00, 0.72, False","16.00, 0.74, False","18.00, 0.75, False","15.00, 0.73, False","15.00, 0.86, False","19.00, 0.87, False","17.00, 1.00, False","22.00, 1.00, False","14.00, 1.00, False","16.00, 1.00, True","19.00, 1.00, True","18.00, 1.00, True","18.00, 1.00, True","16.00, 1.00, True","17.00, 1.00, True",None,"18.00, 1.00, True","15.00, 1.00, True","13.00, 0.85, True","17.00, 0.87, True","17.00, 0.87, True","16.00, 0.74, True","14.00, 0.72, True","10.00, 0.68, True","16.00, 0.74, True","16.00, 0.74, True","13.00, 0.71, True","15.00, 0.61, True","14.00, 0.60, True","14.00, 0.49, True","13.00, 0.47, True","16.00, 0.51, True","9.00, 0.31, True","15.00, 0.41, True","12.00, 0.28, True",A
template_4,"9.00, 0.06, False","12.00, 0.12, False","9.00, 0.12, False","10.00, 0.14, False","11.00, 0.20, False","12.00, 0.22, False","9.00, 0.17, False","9.00, 0.23, False","9.00, 0.23, False","8.00, 0.21, False","12.00, 0.36, False","12.00, 0.36, False","10.00, 0.33, False","14.00, 0.39, False","10.00, 0.33, False","11.00, 0.34, False","15.00, 0.50, False","10.00, 0.42, False","9.00, 0.40, False","9.00, 0.40, False","5.00, 0.42, False","10.00, 0.54, False","12.00, 0.57, False","9.00, 0.52, False","6.00, 0.45, False","13.00, 0.71, False","11.00, 0.69, False","13.00, 0.85, False","17.00, 0.87, False","12.00, 0.85, False","11.00, 1.00, False","11.00, 1.00, False","13.00, 1.00, False","9.00, 1.00, False","11.00, 1.00, False","9.00, 1.00, False","18.00, 1.00, False",None,"21.00, 1.00, None","16.00, 1.00, True","13.00, 1.00, True","14.00, 1.00, True","17.00, 0.87, True","16.00, 0.86, True","18.00, 0.87, True","13.00, 0.85, True","7.00, 0.80, True","18.00, 0.87, True","15.00, 0.73, True","14.00, 0.72, True","12.00, 0.57, True","14.00, 0.60, True","13.00, 0.58, True","18.00, 0.53, True","13.00, 0.47, True","12.00, 0.36, True",A
template_49,"13.00, 0.10, False","15.00, 0.15, False","16.00, 0.21, False","16.00, 0.21, False","17.00, 0.28, False","18.00, 0.29, False","16.00, 0.27, False","15.00, 0.32, False","16.00, 0.34, False","18.00, 0.36, False","13.00, 0.38, False","19.00, 0.45, False","17.00, 0.43, False","12.00, 0.36, False","16.00, 0.42, False","15.00, 0.41, False","14.00, 0.49, False","16.00, 0.51, False","20.00, 0.55, False","14.00, 0.49, False","20.00, 0.65, False","16.00, 0.62, False","16.00, 0.62, False","17.00, 0.63, False","20.00, 0.65, False","14.00, 0.72, False","16.00, 0.74, False","16.00, 0.86, False","17.00, 0.87, False","16.00, 0.86, False","19.00, 1.00, False","18.00, 1.00, False","19.00, 1.00, False","19.00, 1.00, False","17.00, 1.00, False","17.00, 1.00, False","15.00, 1.00, False","21.00, 1.00, True",None,"16.00, 1.00, True","19.00, 1.00, True","19.00, 1.00, True","15.00, 0.86, True","6.00, 0.79, True","5.00, 0.77, True","21.00, 0.88, True","18.00, 0.87, True","6.00, 0.79, True","14.00, 0.72, True","13.00, 0.71, True","16.00, 0.62, True","5.00, 0.42, True","13.00, 0.58, True","5.00, 0.30, True","10.00, 0.42, True","13.00, 0.38, True",A
template_44,"14.00, 0.08, False","13.00, 0.10, False","16.00, 0.16, False","16.00, 0.16, False","17.00, 0.22, False","16.00, 0.21, False","14.00, 0.19, False","17.00, 0.28, False","18.00, 0.29, False","15.00, 0.26, False","18.00, 0.36, False","16.00, 0.34, False","18.00, 0.36, False","17.00, 0.35, False","14.00, 0.31, False","16.00, 0.34, False","18.00, 0.44, False","16.00, 0.42, False","16.00, 0.42, False","19.00, 0.45, False","14.00, 0.49, False","18.00, 0.53, False","18.00, 0.53, False","17.00, 0.52, False","15.00, 0.50, False","17.00, 0.63, False","15.00, 0.61, False","18.00, 0.75, False","20.00, 0.76, False","18.00, 0.75, False","18.00, 0.87, False","21.00, 0.88, False","15.00, 0.86, False","17.00, 0.87, False","17.00, 0.87, False","16.00, 0.86, False","13.00, 0.85, False","16.00, 1.00, False","16.00, 1.00, False",None,"17.00, 1.00, None","19.00, 1.00, None","11.00, 1.00, True","14.00, 1.00, True","14.00, 1.00, True","17.00, 1.00, True","16.00, 1.00, True","13.00, 1.00, True","11.00, 0.84, True","8.00, 0.81, True","18.00, 0.75, True","16.00, 0.74, True","11.00, 0.69, True","13.00, 0.58, True","7.00, 0.48, True","8.00, 0.38, True",A
template_38,"8.00, 0.04, False","16.00, 0.13, False","14.00, 0.14, False","15.00, 0.15, False","16.00, 0.21, False","15.00, 0.20, False","6.00, 0.08, False","13.00, 0.23, False","11.00, 0.20, False","13.00, 0.23, False","9.00, 0.23, False","15.00, 0.32, False","16.00, 0.34, False","8.00, 0.21, False","7.00, 0.19, False","18.00, 0.36, False","8.00, 0.29, False","10.00, 0.33, False","6.00, 0.24, False","13.00, 0.38, False","9.00, 0.40, False","13.00, 0.47, False","9.00, 0.40, False","6.00, 0.33, False","7.00, 0.36, False","8.00, 0.50, False","11.00, 0.56, False","14.00, 0.72, False","17.00, 0.74, False","15.00, 0.73, False","14.00, 0.86, False","18.00, 0.87, False","15.00, 0.86, False","10.00, 0.83, False","11.00, 0.84, False","7.00, 0.80, False","17.00, 0.87, False","13.00, 1.00, False","19.00, 1.00, False","17.00, 1.00, True",None,"19.00, 1.00, None","15.00, 1.00, True","16.00, 1.00, True","18.00, 1.00, True","16.00, 1.00, True","8.00, 1.00, True","17.00, 1.00, True","16.00, 0.86, True","14.00, 0.86, True","16.00, 0.74, True","16.00, 0.74, True","15.00, 0.73, True","17.00, 0.63, True","15.00, 0.61, True","12.00, 0.46, True",B
template_18,"17.00, 0.10, False","12.00, 0.09, False","17.00, 0.17, False","14.00, 0.14, False","14.00, 0.19, False","15.00, 0.20, False","13.00, 0.18, False","19.00, 0.30, False","18.00, 0.29, False","15.00, 0.26, False","18.00, 0.36, False","18.00, 0.36, False","17.00, 0.35, False","19.00, 0.37, False","15.00, 0.32, False","15.00, 0.32, False","18.00, 0.44, False","16.00, 0.42, False","15.00, 0.41, False","17.00, 0.43, False","14.00, 0.49, False","18.00, 0.53, False","18.00, 0.53, False","13.00, 0.47, False","17.00, 0.52, False","17.00, 0.63, False","15.00, 0.61, False","20.00, 0.76, False","10.00, 0.68, False","19.00, 0.76, False","7.00, 0.80, False","4.00, 0.75, False","5.00, 0.77, False","14.00, 0.86, False","19.00, 0.87, False","13.00, 0.85, False","17.00, 0.87, False","14.00, 1.00, False","19.00, 1.00, False","19.00, 1.00, True","19.00, 1.00, True",None,"18.00, 1.00, True","19.00, 1.00, True","19.00, 1.00, True","6.00, 1.00, True","14.00, 1.00, True","20.00, 1.00, True","18.00, 0.87, True","16.00, 0.86, True","2.00, 0.45, True","17.00, 0.74, True","14.00, 0.72, True","16.00, 0.62, True","13.00, 0.58, True","14.00, 0.49, True",A
template_54,"16.00, 0.07, False","13.00, 0.07, False","15.00, 0.12, False","16.00, 0.13, False","17.00, 0.17, False","17.00, 0.17, False","15.00, 0.15, False","16.00, 0.21, False","17.00, 0.22, False","17.00, 0.22, False","19.00, 0.30, False","16.00, 0.27, False","18.00, 0.29, False","17.00, 0.28, False","11.00, 0.20, False","17.00, 0.28, False","18.00, 0.36, False","15.00, 0.32, False","11.00, 0.26, False","20.00, 0.38, False","16.00, 0.42, False","20.00, 0.46, False","19.00, 0.45, False","16.00, 0.42, False","14.00, 0.39, False","18.00, 0.53, False","17.00, 0.52, False","18.00, 0.64, False","18.00, 0.64, False","16.00, 0.62, False","16.00, 0.74, False","19.00, 0.76, False","14.00, 0.72, False","16.00, 0.74, False","17.00, 0.74, False","15.00, 0.73, False","16.00, 0.74, False","17.00, 0.87, False","15.00, 0.86, False","11.00, 1.00, False","15.00, 1.00, False","18.00, 1.00, False",None,"14.00, 1.00, None","15.00, 1.00, None","16.00, 1.00, None","15.00, 1.00, None","15.00, 1.00, None","7.00, 1.00, True","7.00, 1.00, True","18.00, 0.87, True","16.00, 0.86, True","8.00, 0.81, True","13.00, 0.71, True","5.00, 0.58, True","4.00, 0.39, True",A
