"statistic, pvalue, row is better than column",best set: template_17,template_41,template_4,template_29,template_35,template_38,template_3,template_31,template_28,template_37,template_36,template_40,template_39,template_27,template_19,template_33,template_32,template_7,template_16,template_25,template_15,template_45,template_21,template_23,template_5,template_34,template_51,template_0,template_12,template_30,template_6,template_26,template_1,template_8,template_53,template_24,template_49,template_9,template_22,template_13,template_18,template_2,template_20,template_55,template_47,template_46,template_43,template_50,template_54,template_11,template_14,template_10,template_52,template_48,template_44,template_42,group,accuracy
template_45,"11.00, 0.34, False","9.00, 0.40, False","12.00, 0.57, False","9.00, 0.52, False","8.00, 0.50, False","12.00, 0.70, False","7.00, 0.63, False","8.00, 0.65, False","10.00, 0.68, False","10.00, 0.83, False","12.00, 0.85, False","12.00, 0.85, False","10.00, 0.83, False","15.00, 0.86, False","14.00, 0.86, False","10.00, 1.00, False","10.00, 1.00, False","11.00, 1.00, False","16.00, 1.00, False","16.00, 1.00, False","16.00, 1.00, False",None,"16.00, 1.00, None","16.00, 1.00, None","11.00, 1.00, None","10.00, 1.00, True","7.00, 0.80, True","11.00, 0.84, True","11.00, 0.84, True","11.00, 0.84, True","11.00, 0.84, True","12.00, 0.85, True","12.00, 0.70, True","11.00, 0.69, True","8.00, 0.65, True","10.00, 0.54, True","7.00, 0.48, True","11.00, 0.56, True","12.00, 0.57, True","10.00, 0.54, True","13.00, 0.58, True","10.00, 0.42, True","12.00, 0.46, True","5.00, 0.30, True","7.00, 0.26, True","10.00, 0.33, True","6.00, 0.24, True","10.00, 0.33, True","7.00, 0.26, True","8.00, 0.21, True","10.00, 0.25, True","7.00, 0.19, True","8.00, 0.15, True","8.00, 0.15, True","5.00, 0.10, True","6.00, 0.12, True",A,0.34
template_21,"5.00, 0.21, False","9.00, 0.40, False","11.00, 0.56, False","8.00, 0.50, False","10.00, 0.54, False","12.00, 0.70, False","14.00, 0.72, False","12.00, 0.70, False","13.00, 0.71, False","11.00, 0.84, False","14.00, 0.86, False","13.00, 0.85, False","10.00, 0.83, False","4.00, 0.75, False","3.00, 0.73, False","11.00, 1.00, False","14.00, 1.00, False","11.00, 1.00, False","14.00, 1.00, False","3.00, 1.00, False","4.00, 1.00, False","16.00, 1.00, True",None,"4.00, 1.00, None","14.00, 1.00, None","13.00, 1.00, True","11.00, 0.84, True","13.00, 0.85, True","11.00, 0.84, True","14.00, 0.86, True","13.00, 0.85, True","9.00, 0.82, True","11.00, 0.69, True","12.00, 0.70, True","9.00, 0.66, True","8.00, 0.50, True","8.00, 0.50, True","9.00, 0.52, True","9.00, 0.52, True","10.00, 0.54, True","6.00, 0.45, True","17.00, 0.52, True","6.00, 0.33, True","10.00, 0.42, True","8.00, 0.29, True","11.00, 0.34, True","9.00, 0.31, True","9.00, 0.31, True","9.00, 0.31, True","9.00, 0.23, True","6.00, 0.17, True","9.00, 0.23, True","10.00, 0.18, True","8.00, 0.15, True","12.00, 0.22, True","7.00, 0.13, True",A,0.34
template_23,"6.00, 0.24, False","10.00, 0.42, False","12.00, 0.57, False","9.00, 0.52, False","11.00, 0.56, False","13.00, 0.71, False","14.00, 0.72, False","14.00, 0.72, False","14.00, 0.72, False","11.00, 0.84, False","14.00, 0.86, False","13.00, 0.85, False","10.00, 0.83, False","3.00, 0.73, False","1.00, 0.62, False","11.00, 1.00, False","15.00, 1.00, False","12.00, 1.00, False","13.00, 1.00, False","3.00, 1.00, False","5.00, 1.00, False","16.00, 1.00, True","4.00, 1.00, True",None,"14.00, 1.00, None","14.00, 1.00, True","11.00, 0.84, True","14.00, 0.86, True","12.00, 0.85, True","15.00, 0.86, True","13.00, 0.85, True","8.00, 0.81, True","13.00, 0.71, True","13.00, 0.71, True","10.00, 0.68, True","7.00, 0.48, True","7.00, 0.48, True","9.00, 0.52, True","6.00, 0.45, True","11.00, 0.56, True","5.00, 0.42, True","16.00, 0.51, True","7.00, 0.36, True","10.00, 0.42, True","7.00, 0.26, True","8.00, 0.29, True","11.00, 0.34, True","7.00, 0.26, True","7.00, 0.26, True","10.00, 0.25, True","5.00, 0.14, True","10.00, 0.25, True","8.00, 0.15, True","5.00, 0.10, True","10.00, 0.18, True","6.00, 0.12, True",A,0.34
template_5,"14.00, 0.39, False","8.00, 0.38, False","7.00, 0.48, False","8.00, 0.50, False","9.00, 0.52, False","9.00, 0.66, False","9.00, 0.66, False","10.00, 0.68, False","7.00, 0.63, False","7.00, 0.80, False","9.00, 0.82, False","8.00, 0.81, False","10.00, 0.83, False","12.00, 0.85, False","12.00, 0.85, False","8.00, 1.00, False","9.00, 1.00, False","2.00, 1.00, False","16.00, 1.00, False","13.00, 1.00, False","12.00, 1.00, False","11.00, 1.00, True","14.00, 1.00, True","14.00, 1.00, True",None,"9.00, 1.00, True","10.00, 0.83, True","7.00, 0.80, True","7.00, 0.80, True","9.00, 0.82, True","7.00, 0.80, True","12.00, 0.85, True","3.00, 0.51, True","8.00, 0.65, True","10.00, 0.68, True","13.00, 0.58, True","9.00, 0.52, True","3.00, 0.34, True","12.00, 0.57, True","2.00, 0.29, True","12.00, 0.57, True","12.00, 0.46, True","12.00, 0.46, True","7.00, 0.36, True","8.00, 0.29, True","8.00, 0.29, True","8.00, 0.29, True","7.00, 0.26, True","7.00, 0.26, True","3.00, 0.09, True","11.00, 0.26, True","5.00, 0.14, True","7.00, 0.13, True","6.00, 0.12, True","9.00, 0.17, True","6.00, 0.12, True",A,0.34
template_34,"12.00, 0.28, False","5.00, 0.21, False","7.00, 0.36, False","5.00, 0.30, False","4.00, 0.27, False","4.00, 0.39, False","9.00, 0.52, False","9.00, 0.52, False","3.00, 0.34, False","5.00, 0.58, False","4.00, 0.55, False","2.00, 0.45, False","8.00, 0.65, False","13.00, 0.71, False","12.00, 0.70, False","6.00, 0.79, False","1.00, 0.62, False","8.00, 0.81, False","12.00, 0.85, False","13.00, 0.85, False","14.00, 0.86, False","10.00, 1.00, False","13.00, 1.00, False","14.00, 1.00, False","9.00, 1.00, False",None,"11.00, 1.00, True","9.00, 1.00, True","8.00, 1.00, True","6.00, 1.00, True","8.00, 1.00, True","10.00, 1.00, True","10.00, 0.83, True","9.00, 0.82, True","10.00, 0.83, True","11.00, 0.69, True","10.00, 0.68, True","9.00, 0.66, True","11.00, 0.69, True","10.00, 0.68, True","10.00, 0.68, True","9.00, 0.52, True","9.00, 0.52, True","9.00, 0.52, True","10.00, 0.42, True","6.00, 0.33, True","8.00, 0.38, True","8.00, 0.38, True","6.00, 0.33, True","9.00, 0.31, True","8.00, 0.29, True","6.00, 0.24, True","5.00, 0.14, True","6.00, 0.17, True","6.00, 0.17, True","4.00, 0.12, True",A,0.33
template_51,"13.00, 0.23, False","8.00, 0.21, False","7.00, 0.26, False","8.00, 0.29, False","8.00, 0.29, False","9.00, 0.40, False","12.00, 0.46, False","9.00, 0.40, False","8.00, 0.38, False","7.00, 0.48, False","10.00, 0.54, False","11.00, 0.56, False","8.00, 0.50, False","11.00, 0.56, False","10.00, 0.54, False","9.00, 0.66, False","10.00, 0.68, False","8.00, 0.65, False","12.00, 0.70, False","11.00, 0.69, False","12.00, 0.70, False","7.00, 0.80, False","11.00, 0.84, False","11.00, 0.84, False","10.00, 0.83, False","11.00, 1.00, False",None,"10.00, 1.00, None","8.00, 1.00, None","13.00, 1.00, None","10.00, 1.00, None","7.00, 1.00, None","12.00, 1.00, True","9.00, 1.00, True","3.00, 1.00, True","7.00, 0.80, True","3.00, 0.73, True","7.00, 0.80, True","7.00, 0.80, True","9.00, 0.82, True","8.00, 0.81, True","12.00, 0.70, True","10.00, 0.68, True","2.00, 0.45, True","3.00, 0.34, True","8.00, 0.50, True","3.00, 0.34, True","5.00, 0.42, True","7.00, 0.48, True","9.00, 0.40, True","6.00, 0.33, True","6.00, 0.33, True","6.00, 0.24, True","6.00, 0.24, True","8.00, 0.29, True","7.00, 0.26, True",A,0.32
template_0,"16.00, 0.27, False","9.00, 0.23, False","1.00, 0.07, False","8.00, 0.29, False","8.00, 0.29, False","8.00, 0.38, False","12.00, 0.46, False","9.00, 0.40, False","6.00, 0.33, False","7.00, 0.48, False","7.00, 0.48, False","7.00, 0.48, False","10.00, 0.54, False","12.00, 0.57, False","12.00, 0.57, False","10.00, 0.68, False","8.00, 0.65, False","6.00, 0.61, False","15.00, 0.73, False","13.00, 0.71, False","12.00, 0.70, False","11.00, 0.84, False","13.00, 0.85, False","14.00, 0.86, False","7.00, 0.80, False","9.00, 1.00, False","10.00, 1.00, True",None,"3.00, 1.00, None","11.00, 1.00, None","3.00, 1.00, None","10.00, 1.00, None","8.00, 1.00, True","2.00, 1.00, True","10.00, 1.00, True","12.00, 0.85, True","10.00, 0.83, True","6.00, 0.79, True","11.00, 0.84, True","7.00, 0.80, True","10.00, 0.83, True","11.00, 0.69, True","10.00, 0.68, True","8.00, 0.65, True","10.00, 0.54, True","10.00, 0.54, True","7.00, 0.48, True","10.00, 0.54, True","9.00, 0.52, True","8.00, 0.38, True","10.00, 0.42, True","1.00, 0.12, True","8.00, 0.29, True","8.00, 0.29, True","11.00, 0.34, True","7.00, 0.26, True",A,0.32
template_12,"15.00, 0.26, False","7.00, 0.19, False","0.00, 0.03, False","7.00, 0.26, False","7.00, 0.26, False","6.00, 0.33, False","11.00, 0.44, False","8.00, 0.38, False","5.00, 0.30, False","6.00, 0.45, False","7.00, 0.48, False","6.00, 0.45, False","8.00, 0.50, False","10.00, 0.54, False","10.00, 0.54, False","9.00, 0.66, False","7.00, 0.63, False","6.00, 0.61, False","13.00, 0.71, False","11.00, 0.69, False","12.00, 0.70, False","11.00, 0.84, False","11.00, 0.84, False","12.00, 0.85, False","7.00, 0.80, False","8.00, 1.00, False","8.00, 1.00, True","3.00, 1.00, True",None,"10.00, 1.00, None","3.00, 1.00, None","8.00, 1.00, None","7.00, 1.00, True","3.00, 1.00, True","7.00, 1.00, True","11.00, 0.84, True","9.00, 0.82, True","5.00, 0.77, True","10.00, 0.83, True","6.00, 0.79, True","8.00, 0.81, True","12.00, 0.70, True","9.00, 0.66, True","6.00, 0.61, True","9.00, 0.52, True","7.00, 0.48, True","6.00, 0.45, True","8.00, 0.50, True","6.00, 0.45, True","7.00, 0.36, True","9.00, 0.40, True","1.00, 0.12, True","5.00, 0.21, True","5.00, 0.21, True","10.00, 0.33, True","6.00, 0.24, True",A,0.32
template_30,"10.00, 0.18, False","9.00, 0.23, False","7.00, 0.26, False","7.00, 0.26, False","8.00, 0.29, False","5.00, 0.30, False","8.00, 0.38, False","7.00, 0.36, False","4.00, 0.27, False","10.00, 0.54, False","7.00, 0.48, False","5.00, 0.42, False","11.00, 0.56, False","13.00, 0.58, False","13.00, 0.58, False","9.00, 0.66, False","3.00, 0.51, False","9.00, 0.66, False","11.00, 0.69, False","14.00, 0.72, False","14.00, 0.72, False","11.00, 0.84, False","14.00, 0.86, False","15.00, 0.86, False","9.00, 0.82, False","6.00, 1.00, False","13.00, 1.00, True","11.00, 1.00, True","10.00, 1.00, True",None,"10.00, 1.00, None","13.00, 1.00, None","11.00, 1.00, True","10.00, 1.00, True","10.00, 1.00, True","12.00, 0.85, True","13.00, 0.85, True","11.00, 0.84, True","13.00, 0.85, True","11.00, 0.84, True","12.00, 0.85, True","7.00, 0.63, True","10.00, 0.68, True","11.00, 0.69, True","13.00, 0.58, True","10.00, 0.54, True","10.00, 0.54, True","11.00, 0.56, True","9.00, 0.52, True","10.00, 0.42, True","10.00, 0.42, True","8.00, 0.38, True","8.00, 0.29, True","10.00, 0.33, True","7.00, 0.26, True","9.00, 0.31, True",A,0.32
template_6,"15.00, 0.26, False","9.00, 0.23, False","0.00, 0.03, False","7.00, 0.26, False","8.00, 0.29, False","7.00, 0.36, False","12.00, 0.46, False","10.00, 0.42, False","5.00, 0.30, False","7.00, 0.48, False","7.00, 0.48, False","6.00, 0.45, False","9.00, 0.52, False","11.00, 0.56, False","12.00, 0.57, False","9.00, 0.66, False","7.00, 0.63, False","6.00, 0.61, False","14.00, 0.72, False","12.00, 0.70, False","11.00, 0.69, False","11.00, 0.84, False","13.00, 0.85, False","13.00, 0.85, False","7.00, 0.80, False","8.00, 1.00, False","10.00, 1.00, True","3.00, 1.00, True","3.00, 1.00, True","10.00, 1.00, True",None,"9.00, 1.00, None","8.00, 1.00, True","3.00, 1.00, True","9.00, 1.00, True","12.00, 0.85, True","10.00, 0.83, True","6.00, 0.79, True","12.00, 0.85, True","7.00, 0.80, True","9.00, 0.82, True","10.00, 0.68, True","10.00, 0.68, True","7.00, 0.63, True","10.00, 0.54, True","7.00, 0.48, True","7.00, 0.48, True","8.00, 0.50, True","7.00, 0.48, True","6.00, 0.33, True","10.00, 0.42, True","2.00, 0.18, True","6.00, 0.24, True","6.00, 0.24, True","10.00, 0.33, True","6.00, 0.24, True",A,0.32
template_26,"12.00, 0.22, False","9.00, 0.23, False","7.00, 0.26, False","8.00, 0.29, False","9.00, 0.31, False","7.00, 0.36, False","12.00, 0.46, False","12.00, 0.46, False","9.00, 0.40, False","8.00, 0.50, False","9.00, 0.52, False","8.00, 0.50, False","8.00, 0.50, False","8.00, 0.50, False","8.00, 0.50, False","11.00, 0.69, False","9.00, 0.66, False","9.00, 0.66, False","11.00, 0.69, False","8.00, 0.65, False","8.00, 0.65, False","12.00, 0.85, False","9.00, 0.82, False","8.00, 0.81, False","12.00, 0.85, False","10.00, 1.00, False","7.00, 1.00, True","10.00, 1.00, True","8.00, 1.00, True","13.00, 1.00, True","9.00, 1.00, True",None,"12.00, 1.00, True","10.00, 1.00, True","7.00, 1.00, True","4.00, 0.75, True","7.00, 0.80, True","7.00, 0.80, True","4.00, 0.75, True","10.00, 0.83, True","3.00, 0.73, True","13.00, 0.71, True","5.00, 0.58, True","8.00, 0.65, True","7.00, 0.48, True","8.00, 0.50, True","8.00, 0.50, True","8.00, 0.50, True","7.00, 0.48, True","9.00, 0.40, True","2.00, 0.18, True","6.00, 0.33, True","7.00, 0.26, True","6.00, 0.24, True","9.00, 0.31, True","7.00, 0.26, True",A,0.32
template_1,"13.00, 0.18, False","7.00, 0.13, False","5.00, 0.14, False","7.00, 0.19, False","8.00, 0.21, False","8.00, 0.29, False","8.00, 0.29, False","9.00, 0.31, False","8.00, 0.29, False","5.00, 0.30, False","9.00, 0.40, False","8.00, 0.38, False","8.00, 0.38, False","11.00, 0.44, False","11.00, 0.44, False","8.00, 0.50, False","8.00, 0.50, False","3.00, 0.34, False","15.00, 0.61, False","11.00, 0.56, False","9.00, 0.52, False","12.00, 0.70, False","11.00, 0.69, False","13.00, 0.71, False","3.00, 0.51, False","10.00, 0.83, False","12.00, 1.00, False","8.00, 1.00, False","7.00, 1.00, False","11.00, 1.00, False","8.00, 1.00, False","12.00, 1.00, False",None,"10.00, 1.00, None","13.00, 1.00, None","15.00, 1.00, True","12.00, 1.00, True","5.00, 1.00, True","14.00, 1.00, True","3.00, 1.00, True","13.00, 1.00, True","14.00, 0.86, True","13.00, 0.85, True","10.00, 0.83, True","11.00, 0.69, True","11.00, 0.69, True","9.00, 0.66, True","11.00, 0.69, True","10.00, 0.68, True","4.00, 0.39, True","13.00, 0.58, True","8.00, 0.50, True","10.00, 0.42, True","9.00, 0.40, True","14.00, 0.49, True","9.00, 0.40, True",A,0.31
template_8,"16.00, 0.21, False","8.00, 0.15, False","1.00, 0.04, False","8.00, 0.21, False","8.00, 0.21, False","6.00, 0.24, False","13.00, 0.38, False","9.00, 0.31, False","5.00, 0.21, False","8.00, 0.38, False","7.00, 0.36, False","7.00, 0.36, False","9.00, 0.40, False","11.00, 0.44, False","12.00, 0.46, False","10.00, 0.54, False","7.00, 0.48, False","7.00, 0.48, False","12.00, 0.57, False","11.00, 0.56, False","13.00, 0.58, False","11.00, 0.69, False","12.00, 0.70, False","13.00, 0.71, False","8.00, 0.65, False","9.00, 0.82, False","9.00, 1.00, False","2.00, 1.00, False","3.00, 1.00, False","10.00, 1.00, False","3.00, 1.00, False","10.00, 1.00, False","10.00, 1.00, True",None,"10.00, 1.00, None","12.00, 1.00, True","11.00, 1.00, True","6.00, 1.00, True","12.00, 1.00, True","8.00, 1.00, True","11.00, 1.00, True","10.00, 0.83, True","10.00, 0.83, True","8.00, 0.81, True","11.00, 0.69, True","10.00, 0.68, True","7.00, 0.63, True","9.00, 0.66, True","8.00, 0.65, True","7.00, 0.48, True","10.00, 0.54, True","1.00, 0.22, True","7.00, 0.36, True","8.00, 0.38, True","9.00, 0.40, True","6.00, 0.33, True",A,0.31
template_53,"12.00, 0.16, False","7.00, 0.13, False","6.00, 0.17, False","6.00, 0.17, False","7.00, 0.19, False","9.00, 0.31, False","10.00, 0.33, False","6.00, 0.24, False","9.00, 0.31, False","8.00, 0.38, False","12.00, 0.46, False","10.00, 0.42, False","7.00, 0.36, False","10.00, 0.42, False","9.00, 0.40, False","8.00, 0.50, False","9.00, 0.52, False","8.00, 0.50, False","14.00, 0.60, False","10.00, 0.54, False","11.00, 0.56, False","8.00, 0.65, False","9.00, 0.66, False","10.00, 0.68, False","10.00, 0.68, False","10.00, 0.83, False","3.00, 1.00, False","10.00, 1.00, False","7.00, 1.00, False","10.00, 1.00, False","9.00, 1.00, False","7.00, 1.00, False","13.00, 1.00, True","10.00, 1.00, True",None,"9.00, 1.00, True","4.00, 1.00, True","9.00, 1.00, True","10.00, 1.00, True","10.00, 1.00, True","9.00, 1.00, True","13.00, 0.85, True","10.00, 0.83, True","3.00, 0.73, True","4.00, 0.55, True","8.00, 0.65, True","4.00, 0.55, True","7.00, 0.63, True","7.00, 0.63, True","9.00, 0.52, True","8.00, 0.50, True","7.00, 0.48, True","6.00, 0.33, True","6.00, 0.33, True","9.00, 0.40, True","8.00, 0.38, True",A,0.31
template_24,"8.00, 0.08, False","11.00, 0.15, False","10.00, 0.18, False","10.00, 0.18, False","10.00, 0.18, False","8.00, 0.21, False","13.00, 0.30, False","13.00, 0.30, False","11.00, 0.26, False","10.00, 0.33, False","11.00, 0.34, False","10.00, 0.33, False","9.00, 0.31, False","7.00, 0.26, False","7.00, 0.26, False","10.00, 0.42, False","10.00, 0.42, False","11.00, 0.44, False","7.00, 0.36, False","7.00, 0.36, False","7.00, 0.36, False","10.00, 0.54, False","8.00, 0.50, False","7.00, 0.48, False","13.00, 0.58, False","11.00, 0.69, False","7.00, 0.80, False","12.00, 0.85, False","11.00, 0.84, False","12.00, 0.85, False","12.00, 0.85, False","4.00, 0.75, False","15.00, 1.00, False","12.00, 1.00, False","9.00, 1.00, False",None,"10.00, 1.00, None","11.00, 1.00, None","4.00, 1.00, None","14.00, 1.00, None","6.00, 1.00, None","14.00, 1.00, True","5.00, 1.00, True","10.00, 1.00, True","10.00, 0.83, True","12.00, 0.85, True","10.00, 0.83, True","11.00, 0.84, True","10.00, 0.83, True","12.00, 0.70, True","2.00, 0.45, True","9.00, 0.66, True","10.00, 0.54, True","10.00, 0.54, True","10.00, 0.54, True","10.00, 0.54, True",A,0.3
template_49,"11.00, 0.11, False","6.00, 0.08, False","8.00, 0.15, False","5.00, 0.10, False","6.00, 0.12, False","9.00, 0.23, False","9.00, 0.23, False","8.00, 0.21, False","9.00, 0.23, False","5.00, 0.21, False","9.00, 0.31, False","9.00, 0.31, False","6.00, 0.24, False","9.00, 0.31, False","6.00, 0.24, False","7.00, 0.36, False","10.00, 0.42, False","7.00, 0.36, False","14.00, 0.49, False","9.00, 0.40, False","10.00, 0.42, False","7.00, 0.48, False","8.00, 0.50, False","7.00, 0.48, False","9.00, 0.52, False","10.00, 0.68, False","3.00, 0.73, False","10.00, 0.83, False","9.00, 0.82, False","13.00, 0.85, False","10.00, 0.83, False","7.00, 0.80, False","12.00, 1.00, False","11.00, 1.00, False","4.00, 1.00, False","10.00, 1.00, True",None,"9.00, 1.00, None","9.00, 1.00, None","10.00, 1.00, None","9.00, 1.00, None","14.00, 1.00, True","11.00, 1.00, True","4.00, 1.00, True","0.00, 0.50, True","9.00, 0.82, True","5.00, 0.77, True","7.00, 0.80, True","9.00, 0.82, True","10.00, 0.68, True","8.00, 0.65, True","9.00, 0.66, True","9.00, 0.52, True","6.00, 0.45, True","10.00, 0.54, True","7.00, 0.48, True",A,0.3
template_9,"13.00, 0.13, False","6.00, 0.08, False","4.00, 0.08, False","6.00, 0.12, False","7.00, 0.13, False","6.00, 0.17, False","9.00, 0.23, False","8.00, 0.21, False","6.00, 0.17, False","5.00, 0.21, False","7.00, 0.26, False","7.00, 0.26, False","7.00, 0.26, False","8.00, 0.29, False","8.00, 0.29, False","9.00, 0.40, False","8.00, 0.38, False","1.00, 0.12, False","12.00, 0.46, False","8.00, 0.38, False","8.00, 0.38, False","11.00, 0.56, False","9.00, 0.52, False","9.00, 0.52, False","3.00, 0.34, False","9.00, 0.66, False","7.00, 0.80, False","6.00, 0.79, False","5.00, 0.77, False","11.00, 0.84, False","6.00, 0.79, False","7.00, 0.80, False","5.00, 1.00, False","6.00, 1.00, False","9.00, 1.00, False","11.00, 1.00, True","9.00, 1.00, True",None,"10.00, 1.00, None","4.00, 1.00, None","9.00, 1.00, None","14.00, 1.00, True","9.00, 1.00, True","10.00, 1.00, True","9.00, 0.82, True","10.00, 0.83, True","8.00, 0.81, True","9.00, 0.82, True","9.00, 0.82, True","4.00, 0.55, True","9.00, 0.66, True","4.00, 0.55, True","8.00, 0.50, True","8.00, 0.50, True","10.00, 0.54, True","7.00, 0.48, True",A,0.3
template_22,"11.00, 0.11, False","10.00, 0.14, False","9.00, 0.17, False","9.00, 0.17, False","9.00, 0.17, False","8.00, 0.21, False","14.00, 0.31, False","13.00, 0.30, False","9.00, 0.23, False","8.00, 0.29, False","9.00, 0.31, False","9.00, 0.31, False","10.00, 0.33, False","7.00, 0.26, False","6.00, 0.24, False","9.00, 0.40, False","11.00, 0.44, False","10.00, 0.42, False","9.00, 0.40, False","9.00, 0.40, False","8.00, 0.38, False","12.00, 0.57, False","9.00, 0.52, False","6.00, 0.45, False","12.00, 0.57, False","11.00, 0.69, False","7.00, 0.80, False","11.00, 0.84, False","10.00, 0.83, False","13.00, 0.85, False","12.00, 0.85, False","4.00, 0.75, False","14.00, 1.00, False","12.00, 1.00, False","10.00, 1.00, False","4.00, 1.00, True","9.00, 1.00, True","10.00, 1.00, True",None,"13.00, 1.00, None","4.00, 1.00, None","16.00, 1.00, True","5.00, 1.00, True","11.00, 1.00, True","9.00, 0.82, True","11.00, 0.84, True","11.00, 0.84, True","10.00, 0.83, True","11.00, 0.84, True","13.00, 0.71, True","1.00, 0.38, True","9.00, 0.66, True","11.00, 0.56, True","9.00, 0.52, True","12.00, 0.57, True","10.00, 0.54, True",A,0.3
template_13,"13.00, 0.13, False","5.00, 0.06, False","4.00, 0.08, False","5.00, 0.10, False","7.00, 0.13, False","8.00, 0.21, False","8.00, 0.21, False","8.00, 0.21, False","7.00, 0.19, False","5.00, 0.21, False","8.00, 0.29, False","8.00, 0.29, False","7.00, 0.26, False","8.00, 0.29, False","9.00, 0.31, False","7.00, 0.36, False","8.00, 0.38, False","1.00, 0.12, False","14.00, 0.49, False","9.00, 0.40, False","9.00, 0.40, False","10.00, 0.54, False","10.00, 0.54, False","11.00, 0.56, False","2.00, 0.29, False","10.00, 0.68, False","9.00, 0.82, False","7.00, 0.80, False","6.00, 0.79, False","11.00, 0.84, False","7.00, 0.80, False","10.00, 0.83, False","3.00, 1.00, False","8.00, 1.00, False","10.00, 1.00, False","14.00, 1.00, True","10.00, 1.00, True","4.00, 1.00, True","13.00, 1.00, True",None,"12.00, 1.00, None","14.00, 1.00, True","12.00, 1.00, True","9.00, 1.00, True","9.00, 0.82, True","10.00, 0.83, True","9.00, 0.82, True","8.00, 0.81, True","9.00, 0.82, True","1.00, 0.38, True","12.00, 0.70, True","6.00, 0.61, True","9.00, 0.52, True","8.00, 0.50, True","12.00, 0.57, True","7.00, 0.48, True",A,0.3
template_18,"10.00, 0.10, False","9.00, 0.12, False","6.00, 0.12, False","7.00, 0.13, False","8.00, 0.15, False","7.00, 0.19, False","13.00, 0.30, False","12.00, 0.28, False","7.00, 0.19, False","8.00, 0.29, False","9.00, 0.31, False","8.00, 0.29, False","10.00, 0.33, False","4.00, 0.18, False","4.00, 0.18, False","9.00, 0.40, False","10.00, 0.42, False","9.00, 0.40, False","11.00, 0.44, False","6.00, 0.33, False","5.00, 0.30, False","13.00, 0.58, False","6.00, 0.45, False","5.00, 0.42, False","12.00, 0.57, False","10.00, 0.68, False","8.00, 0.81, False","10.00, 0.83, False","8.00, 0.81, False","12.00, 0.85, False","9.00, 0.82, False","3.00, 0.73, False","13.00, 1.00, False","11.00, 1.00, False","9.00, 1.00, False","6.00, 1.00, True","9.00, 1.00, True","9.00, 1.00, True","4.00, 1.00, True","12.00, 1.00, True",None,"15.00, 1.00, True","3.00, 1.00, True","10.00, 1.00, True","9.00, 0.82, True","9.00, 0.82, True","10.00, 0.83, True","9.00, 0.82, True","9.00, 0.82, True","11.00, 0.69, True","2.00, 0.45, True","8.00, 0.65, True","9.00, 0.52, True","7.00, 0.48, True","11.00, 0.56, True","8.00, 0.50, True",A,0.3
template_2,"11.00, 0.08, False","8.00, 0.08, False","9.00, 0.12, False","9.00, 0.12, False","10.00, 0.14, False","10.00, 0.18, False","6.00, 0.12, False","10.00, 0.18, False","7.00, 0.13, False","11.00, 0.26, False","9.00, 0.23, False","9.00, 0.23, False","12.00, 0.28, False","15.00, 0.32, False","16.00, 0.34, False","11.00, 0.34, False","7.00, 0.26, False","11.00, 0.34, False","8.00, 0.29, False","15.00, 0.41, False","15.00, 0.41, False","10.00, 0.42, False","17.00, 0.52, False","16.00, 0.51, False","12.00, 0.46, False","9.00, 0.52, False","12.00, 0.70, False","11.00, 0.69, False","12.00, 0.70, False","7.00, 0.63, False","10.00, 0.68, False","13.00, 0.71, False","14.00, 0.86, False","10.00, 0.83, False","13.00, 0.85, False","14.00, 1.00, False","14.00, 1.00, False","14.00, 1.00, False","16.00, 1.00, False","14.00, 1.00, False","15.00, 1.00, False",None,"15.00, 1.00, None","12.00, 1.00, None","15.00, 1.00, True","13.00, 1.00, True","12.00, 1.00, True","13.00, 1.00, True","13.00, 1.00, True","12.00, 0.85, True","14.00, 0.86, True","11.00, 0.84, True","11.00, 0.69, True","13.00, 0.71, True","6.00, 0.61, True","12.00, 0.70, True",A,0.29
template_20,"9.00, 0.06, False","9.00, 0.09, False","7.00, 0.09, False","7.00, 0.09, False","7.00, 0.09, False","7.00, 0.13, False","13.00, 0.23, False","10.00, 0.18, False","8.00, 0.15, False","9.00, 0.23, False","9.00, 0.23, False","9.00, 0.23, False","9.00, 0.23, False","6.00, 0.17, False","6.00, 0.17, False","9.00, 0.31, False","9.00, 0.31, False","10.00, 0.33, False","8.00, 0.29, False","7.00, 0.26, False","6.00, 0.24, False","12.00, 0.46, False","6.00, 0.33, False","7.00, 0.36, False","12.00, 0.46, False","9.00, 0.52, False","10.00, 0.68, False","10.00, 0.68, False","9.00, 0.66, False","10.00, 0.68, False","10.00, 0.68, False","5.00, 0.58, False","13.00, 0.85, False","10.00, 0.83, False","10.00, 0.83, False","5.00, 1.00, False","11.00, 1.00, False","9.00, 1.00, False","5.00, 1.00, False","12.00, 1.00, False","3.00, 1.00, False","15.00, 1.00, True",None,"13.00, 1.00, None","12.00, 1.00, True","12.00, 1.00, True","10.00, 1.00, True","12.00, 1.00, True","11.00, 1.00, True","11.00, 0.84, True","3.00, 0.73, True","8.00, 0.81, True","11.00, 0.69, True","11.00, 0.69, True","11.00, 0.69, True","9.00, 0.66, True",A,0.29
