"statistic, pvalue, row is better than column",best set: template_24,template_19,template_25,template_18,template_23,template_26,template_21,template_15,template_22,template_27,template_17,template_16,template_20,template_43,template_53,template_47,template_39,template_51,template_49,template_41,template_14,template_55,template_46,template_45,template_35,template_40,template_33,template_52,template_29,template_37,template_48,template_28,template_31,template_10,template_32,template_54,template_42,template_4,template_38,template_1,template_50,template_2,template_13,template_9,template_11,template_44,template_5,template_7,template_3,template_8,template_6,template_0,template_12,template_34,template_36,template_30,group
template_55,"7.00, 0.04, False","7.00, 0.04, False","7.00, 0.06, False","10.00, 0.18, False","10.00, 0.25, False","10.00, 0.33, False","9.00, 0.31, False","9.00, 0.40, False","9.00, 0.40, False","8.00, 0.38, False","13.00, 0.58, False","13.00, 0.58, False","11.00, 0.56, False","2.00, 0.45, False","0.00, 0.25, False","2.00, 0.69, False","7.00, 0.80, False","2.00, 0.69, False","2.00, 0.69, False","7.00, 1.00, False","11.00, 1.00, True",None,"9.00, 1.00, True","8.00, 1.00, True","10.00, 0.83, True","11.00, 0.69, True","7.00, 0.63, True","7.00, 0.63, True","10.00, 0.68, True","8.00, 0.65, True","7.00, 0.48, True","9.00, 0.52, True","8.00, 0.50, True","10.00, 0.54, True","10.00, 0.42, True","8.00, 0.38, True","9.00, 0.40, True","8.00, 0.38, True","9.00, 0.40, True","9.00, 0.31, True","7.00, 0.26, True","10.00, 0.33, True","8.00, 0.29, True","8.00, 0.29, True","7.00, 0.26, True","8.00, 0.21, True","7.00, 0.19, True","8.00, 0.21, True","8.00, 0.21, True","8.00, 0.15, True","9.00, 0.17, True","9.00, 0.12, True","8.00, 0.11, True","7.00, 0.09, True","6.00, 0.05, True","8.00, 0.08, True",B
template_46,"9.00, 0.04, False","10.00, 0.05, False","8.00, 0.05, False","12.00, 0.16, False","14.00, 0.24, False","13.00, 0.30, False","13.00, 0.30, False","14.00, 0.39, False","11.00, 0.34, False","12.00, 0.36, False","12.00, 0.46, False","13.00, 0.47, False","12.00, 0.46, False","8.00, 0.50, False","9.00, 0.52, False","10.00, 0.68, False","12.00, 0.70, False","9.00, 0.66, False","8.00, 0.65, False","12.00, 0.85, False","12.00, 1.00, False","9.00, 1.00, False",None,"12.00, 1.00, None","15.00, 1.00, True","11.00, 0.84, True","13.00, 0.85, True","3.00, 0.73, True","16.00, 0.86, True","13.00, 0.85, True","0.00, 0.25, True","10.00, 0.68, True","9.00, 0.66, True","13.00, 0.71, True","11.00, 0.56, True","3.00, 0.34, True","5.00, 0.42, True","11.00, 0.56, True","8.00, 0.50, True","11.00, 0.44, True","2.00, 0.18, True","12.00, 0.46, True","13.00, 0.47, True","12.00, 0.46, True","11.00, 0.44, True","6.00, 0.24, True","11.00, 0.34, True","12.00, 0.36, True","9.00, 0.31, True","9.00, 0.23, True","11.00, 0.26, True","10.00, 0.18, True","9.00, 0.17, True","7.00, 0.13, True","7.00, 0.09, True","9.00, 0.12, True",B
template_45,"7.00, 0.03, False","8.00, 0.04, False","8.00, 0.05, False","11.00, 0.15, False","11.00, 0.20, False","11.00, 0.26, False","10.00, 0.25, False","11.00, 0.34, False","10.00, 0.33, False","9.00, 0.31, False","13.00, 0.47, False","13.00, 0.47, False","13.00, 0.47, False","8.00, 0.50, False","7.00, 0.48, False","8.00, 0.65, False","10.00, 0.68, False","7.00, 0.63, False","6.00, 0.61, False","10.00, 0.83, False","13.00, 1.00, False","8.00, 1.00, False","12.00, 1.00, True",None,"15.00, 1.00, True","14.00, 0.86, True","12.00, 0.85, True","11.00, 0.84, True","14.00, 0.86, True","13.00, 0.85, True","10.00, 0.68, True","13.00, 0.71, True","12.00, 0.70, True","12.00, 0.70, True","13.00, 0.58, True","10.00, 0.54, True","12.00, 0.57, True","12.00, 0.57, True","13.00, 0.58, True","13.00, 0.47, True","10.00, 0.42, True","11.00, 0.44, True","13.00, 0.47, True","12.00, 0.46, True","11.00, 0.44, True","9.00, 0.31, True","11.00, 0.34, True","12.00, 0.36, True","9.00, 0.31, True","11.00, 0.26, True","12.00, 0.28, True","12.00, 0.22, True","10.00, 0.18, True","10.00, 0.18, True","10.00, 0.14, True","9.00, 0.12, True",B
template_35,"5.00, 0.01, False","6.00, 0.01, False","7.00, 0.03, False","7.00, 0.06, False","9.00, 0.12, False","7.00, 0.13, False","7.00, 0.13, False","7.00, 0.19, False","8.00, 0.21, False","8.00, 0.21, False","12.00, 0.36, False","11.00, 0.34, False","7.00, 0.26, False","11.00, 0.44, False","9.00, 0.40, False","10.00, 0.54, False","4.00, 0.39, False","10.00, 0.54, False","12.00, 0.57, False","5.00, 0.58, False","10.00, 0.83, False","10.00, 0.83, False","15.00, 1.00, False","15.00, 1.00, False",None,"12.00, 1.00, True","2.00, 1.00, True","15.00, 1.00, True","5.00, 1.00, True","3.00, 1.00, True","14.00, 0.86, True","9.00, 0.82, True","7.00, 0.80, True","9.00, 0.82, True","9.00, 0.66, True","14.00, 0.72, True","14.00, 0.72, True","7.00, 0.63, True","11.00, 0.69, True","6.00, 0.45, True","14.00, 0.60, True","12.00, 0.57, True","6.00, 0.45, True","5.00, 0.42, True","5.00, 0.42, True","14.00, 0.49, True","4.00, 0.27, True","4.00, 0.27, True","7.00, 0.36, True","6.00, 0.24, True","6.00, 0.24, True","10.00, 0.25, True","7.00, 0.19, True","6.00, 0.17, True","5.00, 0.10, True","10.00, 0.18, True",B
template_40,"5.00, 0.01, False","9.00, 0.02, False","8.00, 0.02, False","7.00, 0.04, False","12.00, 0.12, False","6.00, 0.08, False","11.00, 0.15, False","10.00, 0.18, False","7.00, 0.13, False","11.00, 0.20, False","13.00, 0.30, False","7.00, 0.19, False","6.00, 0.17, False","12.00, 0.36, False","10.00, 0.33, False","12.00, 0.46, False","8.00, 0.38, False","12.00, 0.46, False","12.00, 0.46, False","9.00, 0.52, False","10.00, 0.68, False","11.00, 0.69, False","11.00, 0.84, False","14.00, 0.86, False","12.00, 1.00, False",None,"13.00, 1.00, None","13.00, 1.00, None","14.00, 1.00, None","11.00, 1.00, None","11.00, 1.00, True","4.00, 1.00, True","10.00, 1.00, True","9.00, 1.00, True","2.00, 0.69, True","14.00, 0.86, True","15.00, 0.86, True","7.00, 0.80, True","3.00, 0.73, True","11.00, 0.69, True","12.00, 0.70, True","10.00, 0.68, True","9.00, 0.66, True","10.00, 0.68, True","10.00, 0.68, True","9.00, 0.52, True","11.00, 0.56, True","11.00, 0.56, True","12.00, 0.57, True","6.00, 0.33, True","7.00, 0.36, True","7.00, 0.26, True","5.00, 0.21, True","2.00, 0.11, True","3.00, 0.09, True","6.00, 0.17, True",B
template_33,"5.00, 0.01, False","4.00, 0.00, False","5.00, 0.01, False","8.00, 0.05, False","7.00, 0.06, False","8.00, 0.11, False","6.00, 0.08, False","6.00, 0.12, False","7.00, 0.13, False","6.00, 0.12, False","11.00, 0.26, False","12.00, 0.28, False","8.00, 0.21, False","8.00, 0.29, False","6.00, 0.24, False","7.00, 0.36, False","3.00, 0.23, False","7.00, 0.36, False","9.00, 0.40, False","3.00, 0.34, False","9.00, 0.66, False","7.00, 0.63, False","13.00, 0.85, False","12.00, 0.85, False","2.00, 1.00, False","13.00, 1.00, True",None,"13.00, 1.00, None","6.00, 1.00, None","3.00, 1.00, None","13.00, 1.00, True","11.00, 1.00, True","8.00, 1.00, True","9.00, 1.00, True","10.00, 0.83, True","13.00, 0.85, True","14.00, 0.86, True","8.00, 0.81, True","11.00, 0.84, True","8.00, 0.65, True","13.00, 0.71, True","13.00, 0.71, True","8.00, 0.65, True","7.00, 0.63, True","7.00, 0.63, True","13.00, 0.58, True","5.00, 0.42, True","6.00, 0.45, True","9.00, 0.52, True","7.00, 0.36, True","8.00, 0.38, True","10.00, 0.33, True","8.00, 0.29, True","7.00, 0.26, True","6.00, 0.17, True","10.00, 0.25, True",B
template_52,"9.00, 0.02, False","9.00, 0.02, False","7.00, 0.02, False","11.00, 0.08, False","13.00, 0.13, False","12.00, 0.16, False","13.00, 0.18, False","13.00, 0.23, False","10.00, 0.18, False","11.00, 0.20, False","12.00, 0.28, False","13.00, 0.30, False","12.00, 0.28, False","7.00, 0.26, False","6.00, 0.24, False","9.00, 0.40, False","10.00, 0.42, False","8.00, 0.38, False","8.00, 0.38, False","10.00, 0.54, False","11.00, 0.69, False","7.00, 0.63, False","3.00, 0.73, False","11.00, 0.84, False","15.00, 1.00, False","13.00, 1.00, True","13.00, 1.00, True",None,"16.00, 1.00, None","14.00, 1.00, None","3.00, 1.00, True","12.00, 1.00, True","10.00, 1.00, True","13.00, 1.00, True","13.00, 0.85, True","3.00, 0.73, True","5.00, 0.77, True","12.00, 0.85, True","9.00, 0.82, True","13.00, 0.71, True","3.00, 0.51, True","13.00, 0.71, True","14.00, 0.72, True","13.00, 0.71, True","12.00, 0.70, True","9.00, 0.52, True","12.00, 0.57, True","13.00, 0.58, True","11.00, 0.56, True","11.00, 0.44, True","12.00, 0.46, True","9.00, 0.31, True","9.00, 0.31, True","9.00, 0.31, True","8.00, 0.21, True","10.00, 0.25, True",B
template_29,"7.00, 0.01, False","6.00, 0.01, False","6.00, 0.01, False","7.00, 0.04, False","8.00, 0.08, False","7.00, 0.09, False","7.00, 0.09, False","7.00, 0.13, False","7.00, 0.13, False","8.00, 0.15, False","13.00, 0.30, False","11.00, 0.26, False","7.00, 0.19, False","10.00, 0.33, False","9.00, 0.31, False","9.00, 0.40, False","4.00, 0.27, False","9.00, 0.40, False","11.00, 0.44, False","5.00, 0.42, False","9.00, 0.66, False","10.00, 0.68, False","16.00, 0.86, False","14.00, 0.86, False","5.00, 1.00, False","14.00, 1.00, True","6.00, 1.00, True","16.00, 1.00, True",None,"6.00, 1.00, None","15.00, 1.00, True","10.00, 1.00, True","9.00, 1.00, True","10.00, 1.00, True","11.00, 0.84, True","17.00, 0.87, True","16.00, 0.86, True","8.00, 0.81, True","11.00, 0.84, True","6.00, 0.61, True","15.00, 0.73, True","13.00, 0.71, True","5.00, 0.58, True","4.00, 0.55, True","4.00, 0.55, True","16.00, 0.62, True","4.00, 0.39, True","3.00, 0.34, True","6.00, 0.45, True","9.00, 0.40, True","7.00, 0.36, True","11.00, 0.34, True","9.00, 0.31, True","7.00, 0.26, True","6.00, 0.17, True","11.00, 0.26, True",B
template_37,"5.00, 0.01, False","5.00, 0.01, False","5.00, 0.01, False","6.00, 0.03, False","6.00, 0.05, False","7.00, 0.09, False","6.00, 0.08, False","4.00, 0.08, False","8.00, 0.15, False","5.00, 0.10, False","11.00, 0.26, False","12.00, 0.28, False","7.00, 0.19, False","9.00, 0.31, False","7.00, 0.26, False","9.00, 0.40, False","2.00, 0.18, False","8.00, 0.38, False","9.00, 0.40, False","3.00, 0.34, False","7.00, 0.63, False","8.00, 0.65, False","13.00, 0.85, False","13.00, 0.85, False","3.00, 1.00, False","11.00, 1.00, True","3.00, 1.00, True","14.00, 1.00, True","6.00, 1.00, True",None,"13.00, 1.00, True","9.00, 1.00, True","8.00, 1.00, True","10.00, 1.00, True","8.00, 0.81, True","14.00, 0.86, True","14.00, 0.86, True","8.00, 0.81, True","10.00, 0.83, True","5.00, 0.58, True","13.00, 0.71, True","14.00, 0.72, True","5.00, 0.58, True","4.00, 0.55, True","5.00, 0.58, True","13.00, 0.58, True","4.00, 0.39, True","5.00, 0.42, True","9.00, 0.52, True","8.00, 0.38, True","7.00, 0.36, True","11.00, 0.34, True","9.00, 0.31, True","5.00, 0.21, True","4.00, 0.12, True","11.00, 0.26, True",B
template_48,"7.00, 0.01, False","8.00, 0.01, False","6.00, 0.01, False","10.00, 0.05, False","12.00, 0.09, False","11.00, 0.11, False","11.00, 0.11, False","12.00, 0.16, False","9.00, 0.12, False","10.00, 0.14, False","10.00, 0.18, False","11.00, 0.20, False","10.00, 0.18, False","6.00, 0.17, False","7.00, 0.19, False","8.00, 0.29, False","10.00, 0.33, False","7.00, 0.26, False","7.00, 0.26, False","10.00, 0.42, False","10.00, 0.54, False","7.00, 0.48, False","0.00, 0.25, False","10.00, 0.68, False","14.00, 0.86, False","11.00, 1.00, False","13.00, 1.00, False","3.00, 1.00, False","15.00, 1.00, False","13.00, 1.00, False",None,"11.00, 1.00, None","10.00, 1.00, None","14.00, 1.00, None","12.00, 1.00, True","4.00, 1.00, True","6.00, 1.00, True","12.00, 1.00, True","8.00, 1.00, True","11.00, 0.84, True","2.00, 0.69, True","13.00, 0.85, True","13.00, 0.85, True","12.00, 0.85, True","11.00, 0.84, True","7.00, 0.63, True","11.00, 0.69, True","12.00, 0.70, True","10.00, 0.68, True","10.00, 0.54, True","12.00, 0.57, True","11.00, 0.44, True","10.00, 0.42, True","7.00, 0.36, True","7.00, 0.26, True","10.00, 0.33, True",B
template_28,"5.00, 0.00, False","7.00, 0.01, False","6.00, 0.01, False","6.00, 0.02, False","8.00, 0.05, False","6.00, 0.05, False","8.00, 0.08, False","7.00, 0.09, False","5.00, 0.06, False","8.00, 0.11, False","12.00, 0.22, False","6.00, 0.12, False","5.00, 0.10, False","10.00, 0.25, False","9.00, 0.23, False","10.00, 0.33, False","7.00, 0.26, False","11.00, 0.34, False","11.00, 0.34, False","8.00, 0.38, False","7.00, 0.48, False","9.00, 0.52, False","10.00, 0.68, False","13.00, 0.71, False","9.00, 0.82, False","4.00, 1.00, False","11.00, 1.00, False","12.00, 1.00, False","10.00, 1.00, False","9.00, 1.00, False","11.00, 1.00, True",None,"9.00, 1.00, None","8.00, 1.00, None","4.00, 1.00, True","14.00, 1.00, True","14.00, 1.00, True","5.00, 1.00, True","4.00, 1.00, True","9.00, 0.82, True","13.00, 0.85, True","7.00, 0.80, True","8.00, 0.81, True","8.00, 0.81, True","8.00, 0.81, True","10.00, 0.68, True","9.00, 0.66, True","9.00, 0.66, True","10.00, 0.68, True","4.00, 0.39, True","5.00, 0.42, True","6.00, 0.33, True","4.00, 0.27, True","1.00, 0.12, True","2.00, 0.11, True","6.00, 0.24, True",B
template_31,"6.00, 0.01, False","8.00, 0.01, False","6.00, 0.01, False","7.00, 0.03, False","9.00, 0.06, False","8.00, 0.08, False","8.00, 0.08, False","9.00, 0.12, False","8.00, 0.11, False","9.00, 0.12, False","8.00, 0.15, False","9.00, 0.17, False","8.00, 0.15, False","9.00, 0.23, False","8.00, 0.21, False","10.00, 0.33, False","6.00, 0.24, False","9.00, 0.31, False","10.00, 0.33, False","5.00, 0.30, False","9.00, 0.52, False","8.00, 0.50, False","9.00, 0.66, False","12.00, 0.70, False","7.00, 0.80, False","10.00, 1.00, False","8.00, 1.00, False","10.00, 1.00, False","9.00, 1.00, False","8.00, 1.00, False","10.00, 1.00, True","9.00, 1.00, True",None,"13.00, 1.00, None","9.00, 1.00, True","12.00, 1.00, True","13.00, 1.00, True","11.00, 1.00, True","10.00, 1.00, True","10.00, 0.83, True","11.00, 0.84, True","11.00, 0.84, True","8.00, 0.81, True","8.00, 0.81, True","8.00, 0.81, True","11.00, 0.69, True","9.00, 0.66, True","8.00, 0.65, True","7.00, 0.63, True","9.00, 0.52, True","11.00, 0.56, True","11.00, 0.44, True","10.00, 0.42, True","7.00, 0.36, True","6.00, 0.24, True","7.00, 0.26, True",B
template_10,"2.00, 0.00, False","5.00, 0.00, False","4.00, 0.00, False","6.00, 0.02, False","8.00, 0.05, False","6.00, 0.05, False","7.00, 0.06, False","8.00, 0.11, False","3.00, 0.04, False","7.00, 0.09, False","12.00, 0.22, False","9.00, 0.17, False","6.00, 0.12, False","11.00, 0.26, False","9.00, 0.23, False","11.00, 0.34, False","7.00, 0.26, False","11.00, 0.34, False","11.00, 0.34, False","7.00, 0.36, False","8.00, 0.50, False","10.00, 0.54, False","13.00, 0.71, False","12.00, 0.70, False","9.00, 0.82, False","9.00, 1.00, False","9.00, 1.00, False","13.00, 1.00, False","10.00, 1.00, False","10.00, 1.00, False","14.00, 1.00, True","8.00, 1.00, True","13.00, 1.00, True",None,"8.00, 1.00, True","14.00, 1.00, True","15.00, 1.00, True","3.00, 1.00, True","8.00, 1.00, True","9.00, 0.82, True","14.00, 0.86, True","10.00, 0.83, True","9.00, 0.82, True","9.00, 0.82, True","8.00, 0.81, True","13.00, 0.71, True","9.00, 0.66, True","9.00, 0.66, True","12.00, 0.70, True","1.00, 0.22, True","1.00, 0.22, True","2.00, 0.18, True","2.00, 0.18, True","6.00, 0.33, True","5.00, 0.21, True","10.00, 0.33, True",B
template_32,"6.00, 0.00, False","8.00, 0.01, False","7.00, 0.01, False","8.00, 0.02, False","10.00, 0.05, False","8.00, 0.05, False","9.00, 0.06, False","8.00, 0.08, False","8.00, 0.08, False","9.00, 0.09, False","11.00, 0.15, False","8.00, 0.11, False","7.00, 0.09, False","11.00, 0.20, False","9.00, 0.17, False","11.00, 0.26, False","8.00, 0.21, False","11.00, 0.26, False","11.00, 0.26, False","8.00, 0.29, False","10.00, 0.42, False","10.00, 0.42, False","11.00, 0.56, False","13.00, 0.58, False","9.00, 0.66, False","2.00, 0.69, False","10.00, 0.83, False","13.00, 0.85, False","11.00, 0.84, False","8.00, 0.81, False","12.00, 1.00, False","4.00, 1.00, False","9.00, 1.00, False","8.00, 1.00, False",None,"16.00, 1.00, None","17.00, 1.00, None","7.00, 1.00, None","6.00, 1.00, None","10.00, 1.00, True","15.00, 1.00, True","10.00, 1.00, True","8.00, 1.00, True","9.00, 1.00, True","10.00, 1.00, True","12.00, 0.85, True","10.00, 0.83, True","10.00, 0.83, True","12.00, 0.85, True","6.00, 0.61, True","7.00, 0.63, True","7.00, 0.48, True","5.00, 0.42, True","1.00, 0.22, True","2.00, 0.18, True","6.00, 0.33, True",B
template_54,"6.00, 0.00, False","8.00, 0.01, False","6.00, 0.01, False","11.00, 0.04, False","12.00, 0.07, False","10.00, 0.07, False","11.00, 0.08, False","11.00, 0.11, False","9.00, 0.09, False","10.00, 0.10, False","10.00, 0.14, False","13.00, 0.18, False","13.00, 0.18, False","6.00, 0.12, False","8.00, 0.15, False","8.00, 0.21, False","11.00, 0.26, False","7.00, 0.19, False","7.00, 0.19, False","11.00, 0.34, False","8.00, 0.38, False","8.00, 0.38, False","3.00, 0.34, False","10.00, 0.54, False","14.00, 0.72, False","14.00, 0.86, False","13.00, 0.85, False","3.00, 0.73, False","17.00, 0.87, False","14.00, 0.86, False","4.00, 1.00, False","14.00, 1.00, False","12.00, 1.00, False","14.00, 1.00, False","16.00, 1.00, True",None,"4.00, 1.00, None","15.00, 1.00, None","13.00, 1.00, None","14.00, 1.00, True","4.00, 1.00, True","17.00, 1.00, True","15.00, 1.00, True","15.00, 1.00, True","13.00, 1.00, True","10.00, 0.83, True","13.00, 0.85, True","14.00, 0.86, True","13.00, 0.85, True","13.00, 0.71, True","14.00, 0.72, True","11.00, 0.56, True","11.00, 0.56, True","12.00, 0.57, True","11.00, 0.44, True","13.00, 0.47, True",B
template_42,"9.00, 0.01, False","9.00, 0.01, False","8.00, 0.01, False","11.00, 0.04, False","14.00, 0.08, False","11.00, 0.08, False","13.00, 0.10, False","13.00, 0.13, False","10.00, 0.10, False","12.00, 0.12, False","11.00, 0.15, False","13.00, 0.18, False","13.00, 0.18, False","6.00, 0.12, False","9.00, 0.17, False","9.00, 0.23, False","11.00, 0.26, False","8.00, 0.21, False","8.00, 0.21, False","11.00, 0.34, False","9.00, 0.40, False","9.00, 0.40, False","5.00, 0.42, False","12.00, 0.57, False","14.00, 0.72, False","15.00, 0.86, False","14.00, 0.86, False","5.00, 0.77, False","16.00, 0.86, False","14.00, 0.86, False","6.00, 1.00, False","14.00, 1.00, False","13.00, 1.00, False","15.00, 1.00, False","17.00, 1.00, True","4.00, 1.00, True",None,"15.00, 1.00, None","14.00, 1.00, None","14.00, 1.00, True","5.00, 1.00, True","17.00, 1.00, True","15.00, 1.00, True","15.00, 1.00, True","13.00, 1.00, True","9.00, 0.82, True","14.00, 0.86, True","14.00, 0.86, True","13.00, 0.85, True","14.00, 0.72, True","14.00, 0.72, True","11.00, 0.56, True","12.00, 0.57, True","13.00, 0.58, True","11.00, 0.44, True","12.00, 0.46, True",B
template_4,"3.00, 0.00, False","4.00, 0.00, False","3.00, 0.00, False","4.00, 0.01, False","7.00, 0.03, False","5.00, 0.03, False","6.00, 0.03, False","6.00, 0.05, False","3.00, 0.02, False","6.00, 0.05, False","10.00, 0.14, False","7.00, 0.09, False","4.00, 0.05, False","9.00, 0.17, False","7.00, 0.13, False","9.00, 0.23, False","5.00, 0.14, False","10.00, 0.25, False","10.00, 0.25, False","6.00, 0.24, False","7.00, 0.36, False","8.00, 0.38, False","11.00, 0.56, False","12.00, 0.57, False","7.00, 0.63, False","7.00, 0.80, False","8.00, 0.81, False","12.00, 0.85, False","8.00, 0.81, False","8.00, 0.81, False","12.00, 1.00, False","5.00, 1.00, False","11.00, 1.00, False","3.00, 1.00, False","7.00, 1.00, True","15.00, 1.00, True","15.00, 1.00, True",None,"6.00, 1.00, None","7.00, 1.00, True","14.00, 1.00, True","8.00, 1.00, True","8.00, 1.00, True","7.00, 1.00, True","7.00, 1.00, True","12.00, 0.85, True","7.00, 0.80, True","7.00, 0.80, True","10.00, 0.83, True","1.00, 0.38, True","1.00, 0.38, True","3.00, 0.34, True","3.00, 0.34, True","4.00, 0.39, True","3.00, 0.23, True","8.00, 0.38, True",B
template_38,"5.00, 0.00, False","6.00, 0.00, False","4.00, 0.00, False","4.00, 0.01, False","9.00, 0.04, False","4.00, 0.02, False","9.00, 0.06, False","8.00, 0.08, False","5.00, 0.04, False","8.00, 0.08, False","11.00, 0.15, False","6.00, 0.08, False","4.00, 0.05, False","10.00, 0.18, False","9.00, 0.17, False","11.00, 0.26, False","6.00, 0.17, False","11.00, 0.26, False","11.00, 0.26, False","8.00, 0.29, False","8.00, 0.38, False","9.00, 0.40, False","8.00, 0.50, False","13.00, 0.58, False","11.00, 0.69, False","3.00, 0.73, False","11.00, 0.84, False","9.00, 0.82, False","11.00, 0.84, False","10.00, 0.83, False","8.00, 1.00, False","4.00, 1.00, False","10.00, 1.00, False","8.00, 1.00, False","6.00, 1.00, True","13.00, 1.00, True","14.00, 1.00, True","6.00, 1.00, True",None,"10.00, 1.00, True","11.00, 1.00, True","9.00, 1.00, True","10.00, 1.00, True","10.00, 1.00, True","10.00, 1.00, True","11.00, 0.84, True","11.00, 0.84, True","11.00, 0.84, True","12.00, 0.85, True","6.00, 0.61, True","7.00, 0.63, True","7.00, 0.48, True","5.00, 0.42, True","2.00, 0.29, True","1.00, 0.12, True","7.00, 0.36, True",B
template_1,"5.00, 0.00, False","4.00, 0.00, False","4.00, 0.00, False","5.00, 0.01, False","7.00, 0.02, False","6.00, 0.02, False","6.00, 0.02, False","4.00, 0.02, False","8.00, 0.05, False","5.00, 0.03, False","11.00, 0.11, False","10.00, 0.10, False","6.00, 0.05, False","9.00, 0.12, False","8.00, 0.11, False","9.00, 0.17, False","4.00, 0.08, False","9.00, 0.17, False","8.00, 0.15, False","5.00, 0.14, False","8.00, 0.29, False","9.00, 0.31, False","11.00, 0.44, False","13.00, 0.47, False","6.00, 0.45, False","11.00, 0.69, False","8.00, 0.65, False","13.00, 0.71, False","6.00, 0.61, False","5.00, 0.58, False","11.00, 0.84, False","9.00, 0.82, False","10.00, 0.83, False","9.00, 0.82, False","10.00, 1.00, False","14.00, 1.00, False","14.00, 1.00, False","7.00, 1.00, False","10.00, 1.00, False",None,"14.00, 1.00, None","14.00, 1.00, None","3.00, 1.00, None","2.00, 1.00, None","3.00, 1.00, None","14.00, 1.00, True","3.00, 1.00, True","3.00, 1.00, True","8.00, 1.00, True","8.00, 0.81, True","7.00, 0.80, True","9.00, 0.66, True","9.00, 0.66, True","7.00, 0.63, True","6.00, 0.45, True","13.00, 0.58, True",B
template_50,"6.00, 0.00, False","8.00, 0.00, False","6.00, 0.00, False","9.00, 0.02, False","12.00, 0.05, False","10.00, 0.05, False","11.00, 0.06, False","12.00, 0.09, False","8.00, 0.05, False","10.00, 0.07, False","10.00, 0.10, False","11.00, 0.11, False","10.00, 0.10, False","6.00, 0.08, False","7.00, 0.09, False","8.00, 0.15, False","10.00, 0.18, False","7.00, 0.13, False","7.00, 0.13, False","10.00, 0.25, False","8.00, 0.29, False","7.00, 0.26, False","2.00, 0.18, False","10.00, 0.42, False","14.00, 0.60, False","12.00, 0.70, False","13.00, 0.71, False","3.00, 0.51, False","15.00, 0.73, False","13.00, 0.71, False","2.00, 0.69, False","13.00, 0.85, False","11.00, 0.84, False","14.00, 0.86, False","15.00, 1.00, False","4.00, 1.00, False","5.00, 1.00, False","14.00, 1.00, False","11.00, 1.00, False","14.00, 1.00, True",None,"16.00, 1.00, None","15.00, 1.00, None","14.00, 1.00, None","13.00, 1.00, None","8.00, 1.00, True","12.00, 1.00, True","13.00, 1.00, True","12.00, 1.00, True","12.00, 0.85, True","14.00, 0.86, True","11.00, 0.69, True","10.00, 0.68, True","11.00, 0.69, True","9.00, 0.52, True","12.00, 0.57, True",B
template_2,"8.00, 0.00, False","6.00, 0.00, False","6.00, 0.00, False","7.00, 0.01, False","9.00, 0.03, False","10.00, 0.05, False","8.00, 0.04, False","9.00, 0.06, False","8.00, 0.05, False","8.00, 0.05, False","12.00, 0.12, False","5.00, 0.04, False","6.00, 0.05, False","11.00, 0.15, False","10.00, 0.14, False","11.00, 0.20, False","9.00, 0.17, False","11.00, 0.20, False","12.00, 0.22, False","10.00, 0.25, False","13.00, 0.38, False","10.00, 0.33, False","12.00, 0.46, False","11.00, 0.44, False","12.00, 0.57, False","10.00, 0.68, False","13.00, 0.71, False","13.00, 0.71, False","13.00, 0.71, False","14.00, 0.72, False","13.00, 0.85, False","7.00, 0.80, False","11.00, 0.84, False","10.00, 0.83, False","10.00, 1.00, False","17.00, 1.00, False","17.00, 1.00, False","8.00, 1.00, False","9.00, 1.00, False","14.00, 1.00, True","16.00, 1.00, True",None,"14.00, 1.00, None","14.00, 1.00, None","13.00, 1.00, None","12.00, 1.00, True","13.00, 1.00, True","13.00, 1.00, True","11.00, 1.00, True","9.00, 0.82, True","9.00, 0.82, True","10.00, 0.68, True","8.00, 0.65, True","9.00, 0.66, True","8.00, 0.50, True","6.00, 0.45, True",B
template_13,"4.00, 0.00, False","5.00, 0.00, False","4.00, 0.00, False","5.00, 0.01, False","7.00, 0.02, False","5.00, 0.02, False","6.00, 0.02, False","4.00, 0.02, False","8.00, 0.05, False","6.00, 0.03, False","11.00, 0.11, False","9.00, 0.09, False","6.00, 0.05, False","9.00, 0.12, False","8.00, 0.11, False","9.00, 0.17, False","4.00, 0.08, False","8.00, 0.15, False","8.00, 0.15, False","5.00, 0.14, False","8.00, 0.29, False","8.00, 0.29, False","13.00, 0.47, False","13.00, 0.47, False","6.00, 0.45, False","9.00, 0.66, False","8.00, 0.65, False","14.00, 0.72, False","5.00, 0.58, False","5.00, 0.58, False","13.00, 0.85, False","8.00, 0.81, False","8.00, 0.81, False","9.00, 0.82, False","8.00, 1.00, False","15.00, 1.00, False","15.00, 1.00, False","8.00, 1.00, False","10.00, 1.00, False","3.00, 1.00, True","15.00, 1.00, True","14.00, 1.00, True",None,"2.00, 1.00, None","3.00, 1.00, None","16.00, 1.00, True","4.00, 1.00, True","3.00, 1.00, True","8.00, 1.00, True","9.00, 0.82, True","8.00, 0.81, True","9.00, 0.66, True","9.00, 0.66, True","6.00, 0.61, True","5.00, 0.42, True","12.00, 0.57, True",B
